task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
issue_039,poly_coder__code-server-4923,issue_statement,coder/code-server,TypeScript,"Add option to set unix socket permissions
Hello,

when using the --socket option, I can tell code-server which socket to use, but not the permissions. At the moment the default permissions are 0755, which means that only the user is able to write to the socket while it's world readable...

When running together with a web server, it'd be nice if it could be set to 0770 and giving the group name/id so that a common group between web server and code-server would be possible.

Something like:

--socket /var/run/code-server.sock,0770,user,group
--socket /var/run/code-server.sock,0770,,group

Also, the server doesn't clean up the socket when it goes down and on a restart it errors out with address already in use...

I'm using workarounds at the moment, but it would be better if code-server could take care of it on its own.",True,ambiguous_term|missing_expected_outcome|not_testable,major,rule_seeded
issue_040,poly_coder__code-server-5633,issue_statement,coder/code-server,TypeScript,"[Feat]: allow setting the app name and a welcome text on login page
## What is your suggestion?
allowing to change the text and app / instance name on the login page

## Why do you want this feature?
telling apart multiple instances

## Are there any workarounds to get this functionality today?
you can fork code-server, make the changes in html and build it again

## Are you interested in submitting a PR for this?
yes, already did:  #5633",True,missing_constraint,minor,rule_seeded
issue_041,poly_coder__code-server-6115,issue_statement,coder/code-server,TypeScript,"[Feat]: make VSCODE_PROXY_URI use the subdomain proxy when it is enabled
## What is your suggestion?

When `VSCODE_PROXY_URI` is enabled, use the subdomain proxy. 

## Why do you want this feature?

Popular extensions like Tabnine can't use relative paths and need to be able to talk to code-server on specific ports/paths in order to work correctly.

## Are there any workarounds to get this functionality today?

Port forwarding but this isn't always possible.

## Are you interested in submitting a PR for this?

Yes, with more context.",True,ambiguous_term|missing_expected_outcome|not_testable,major,rule_seeded
issue_042,poly_coder__code-server-6225,issue_statement,coder/code-server,TypeScript,"Support proxying ports without separate sub-domains
### Is there an existing issue for this?

- [X] I have searched the existing issues

### OS/Web Information

- Web Browser: EDGE
- Local OS: Windows
- Remote OS: Linux
- Remote Architecture: x64
- `code-server --version`: 4.12.0

### Steps to Reproduce

config env
PROXY_DOMAIN: domain.ltd
VSCODE_PROXY_URI: https://{{port}}-code.domain.ltd

open https://{{port}}-code.domain.ltd redirect to coder-server

### Expected

redirect to loca proxy port

### Actual

redirect to coder-server

### Logs

_No response_

### Screenshot/Video

_No response_

### Does this issue happen in VS Code or GitHub Codespaces?

- [X] I cannot reproduce this in VS Code.
- [X] I cannot reproduce this in GitHub Codespaces.

### Are you accessing code-server over HTTPS?

- [X] I am using HTTPS.

### Notes

https://github.com/coder/code-server/issues/5311

https://github.com/coder/code-server/blob/5708e6ce32d7f495fffe0e40d32178509bb2947b/src/node/routes/domainProxy.ts#L22-L29

maybe can use regex to match port
example
VSCODE_PROXY_URI {{port}}-code.domain.ltd
5140-code.domain.ltd match port to 5140",True,missing_trigger|missing_expected_outcome,major,rule_seeded
issue_043,poly_coder__code-server-6423,issue_statement,coder/code-server,TypeScript,"[Feat]: Set the host address with environment variable
## What is your suggestion?
It would be nice if we could set the host address with an environment variable, just as like as the port.

## Why do you want this feature?
There is a [docker-based project](https://github.com/linuxserver/docker-code-server), and I can change the listening port by using environment variable, but I can't change the address because it does not use environment variable. My container have it's own IPv6 address and I would like to bind to it with port 80. Currently I can't access the server with ipv6 address because it listens on `0.0.0.0` (ipv4 only).

## Are there any workarounds to get this functionality today?
I haven't found a solution yet, but I'm on it.

## Are you interested in submitting a PR for this?
Yes, that's why I'm opening this issue.",True,missing_expected_outcome|not_testable,major,rule_seeded
issue_044,poly_microsoft__vscode-114208,issue_statement,microsoft/vscode,TypeScript,"Add relative directory/filepath support to snippets
- VSCode Version: Code 1.17.1 (1e9d36539b0ae51ac09b9d4673ebea4e447e5353, 2017-10-10T14:24:41.632Z)
- OS Version: Windows_NT ia32 6.3.9600

Currently, snippets allow you to resolve the current directory or filepath with `TM_DIRECTORY` and `TM_FILEPATH` respectively. It would be great to be able to get the path for these relative to the root folder, whether directly (e.g. `TM_DIRECTORY_REL`) or by providing a variable with the root folder.

I'm trying to write a snippet to create a new C# file. Visual Studio will auto-populate the file with `namespace Directory.Structure.Here`, but that doesn't seem possible in Visual Studio Code right now.
Add relative directory/filepath support to snippets
- VSCode Version: Code 1.17.1 (1e9d36539b0ae51ac09b9d4673ebea4e447e5353, 2017-10-10T14:24:41.632Z)
- OS Version: Windows_NT ia32 6.3.9600

Currently, snippets allow you to resolve the current directory or filepath with `TM_DIRECTORY` and `TM_FILEPATH` respectively. It would be great to be able to get the path for these relative to the root folder, whether directly (e.g. `TM_DIRECTORY_REL`) or by providing a variable with the root folder.

I'm tr
...[truncated]",True,missing_actor,minor,rule_seeded
issue_045,poly_microsoft__vscode-127257,issue_statement,microsoft/vscode,TypeScript,"camelcase snippet variable format
<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

I see the grammar at https://code.visualstudio.com/docs/editor/userdefinedsnippets#_grammar only supports `upcase`, `downcase`, and `capitalize` for format options. can there be a `camelcase` option that would transform the match text into camelCase?

Thanks for the awesome work!",True,missing_actor|missing_trigger,minor,rule_seeded
issue_046,poly_microsoft__vscode-128931,issue_statement,microsoft/vscode,TypeScript,"Select to Matching Bracket direction should be end position to start position.
<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
When using `editor.emmet.action.balanceOut` or `editor.action.selectToBracket` starting at the end bracket or HTML tag, the selection direction should be start to finish.  That will allow you to use Shift + Up and Shift + Down to expand the selection.  For example, below demonstrates what happens when you select from the ending brace and then try Shift + Up.

## Current
![before](https://user-images.githubusercontent.com/1426848/126055140-51845bf3-3402-45e9-8372-cc10c78f193a.gif)

## Desired
![after](https://user-images.githubusercontent.com/1426848/126055144-eaf18b67-f29b-4dcb-90b2-7abb3d986a92.gif)",True,missing_constraint,minor,rule_seeded
issue_047,poly_microsoft__vscode-146962,issue_statement,microsoft/vscode,TypeScript,"Use textmate grammar token kind to exclude unbalanced brackets from being colorized
When a bracket is marked as comment, string or regexp token, it is not considered for bracket pair matching. It would be great to have a `non-bracket` token, so that we can use `<` ... `>` in languages such as TypeScript or rust, where it is both used as bracket and as comparison operator. The comparison operator should have token-kind `non-bracket`.

Would fix #144723, #138868, #142117, #145219 and others.

@alexdima FYI

---

We could some bits from the background color:

https://github.com/microsoft/vscode-textmate/blob/677f741f5b5ef69589e0e5d2a6e556f94514cbfd/src/main.ts#L217",False,,none,rule_seeded
issue_048,poly_microsoft__vscode-152802,issue_statement,microsoft/vscode,TypeScript,"Allow running shell integration scripts inside an rc file
Currently shell integration scripts source rc/profile files here for example:

https://github.com/microsoft/vscode/blob/b8b2e9c7f72442617cc43b915d33479fa911247b/src/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh#L8-L25

When using a manual install approach we must not do this.

Related: https://github.com/microsoft/vscode-docs/issues/5219",True,missing_actor,minor,rule_seeded
issue_049,swe_astropy__astropy-12907,issue_statement,astropy/astropy,Python,"Modeling's `separability_matrix` does not compute separability correctly for nested CompoundModels
Consider the following model:

```python
from astropy.modeling import models as m
from astropy.modeling.separable import separability_matrix

cm = m.Linear1D(10) & m.Linear1D(5)
```

It's separability matrix as you might expect is a diagonal:

```python
>>> separability_matrix(cm)
array([[ True, False],
       [False,  True]])
```

If I make the model more complex:
```python
>>> separability_matrix(m.Pix2Sky_TAN() & m.Linear1D(10) & m.Linear1D(5))
array([[ True,  True, False, False],
       [ True,  True, False, False],
       [False, False,  True, False],
       [False, False, False,  True]])
```

The output matrix is again, as expected, the outputs and inputs to the linear models are separable and independent of each other.

If however, I nest these compound models:
```python
>>> separability_matrix(m.Pix2Sky_TAN() & cm)
array([[ True,  True, False, False],
       [ True,  True, False, False],
       [False, False,  True,  True],
       [False, False,  True,  True]])
```
Suddenly the inputs and outputs are no longer separable?

This feels like a bug to me, but I might be missing som
...[truncated]",True,ambiguous_term|missing_expected_outcome,major,rule_seeded
